id,title,author,text,state,date_published,source,category,sentiment_score,word_count,char_count,has_images,has_videos,readability_score,num_shares,num_comments,political_bias,fact_check_rating,is_satirical,trust_score,source_reputation,clickbait_score,plagiarism_score,label
127,Breaking News 127,Emily Davis,This is the content of article 127. It contains detailed analysis and reports.,Massachusetts,09-02-2022,Reuters,Politics,-0.85,1090,4521,1,1,56.87,25301,476,Left,FALSE,1,77,8,0.67,3.31,Real
128,Breaking News 128,Chris Lee,This is the content of article 128. It contains detailed analysis and reports.,Tennessee,27-10-2023,The Guardian,Technology,-0.11,808,3773,0,1,69.98,4975,527,Left,Mixed,0,9,10,0.76,89.61,Fake
129,Breaking News 129,Jane Smith,This is the content of article 129. It contains detailed analysis and reports.,Massachusetts,08-10-2020,InfoWars,Politics,-0.52,1258,4182,0,0,65.59,29410,51,Left,TRUE,0,64,5,0.02,50.14,Real
130,Breaking News 130,John Doe,This is the content of article 130. It contains detailed analysis and reports.,Pennsylvania,10-04-2020,Daily Mail,Business,0.5,1466,2203,1,0,44.59,7783,420,Left,TRUE,1,66,10,0.29,0.95,Real
131,Breaking News 131,John Doe,This is the content of article 131. It contains detailed analysis and reports.,New Jersey,16-12-2021,New York Times,Sports,0.64,1323,7879,0,0,74.26,1478,507,Right,FALSE,1,68,10,0.99,19.34,Fake
132,Breaking News 132,Alex Johnson,This is the content of article 132. It contains detailed analysis and reports.,Massachusetts,10-01-2022,InfoWars,Sports,0.32,155,2747,1,0,58.62,33601,719,Center,Mixed,1,31,8,0.07,8.87,Fake
133,Breaking News 133,Alex Johnson,This is the content of article 133. It contains detailed analysis and reports.,New Jersey,08-10-2021,The Onion,Health,0.21,631,4129,0,1,37.59,28271,244,Right,Mixed,1,35,6,0.45,54.88,Fake
134,Breaking News 134,John Doe,This is the content of article 134. It contains detailed analysis and reports.,Illinois,04-08-2022,Fox News,Entertainment,-0.63,1043,2205,0,0,65.84,19203,445,Left,Mixed,1,1,5,0.37,83.99,Fake
135,Breaking News 135,Chris Lee,This is the content of article 135. It contains detailed analysis and reports.,Maryland,20-02-2020,The Onion,Politics,0.66,235,3299,1,1,50.55,36868,751,Left,Mixed,0,35,9,0.86,19.14,Fake
136,Breaking News 136,Jane Smith,This is the content of article 136. It contains detailed analysis and reports.,Michigan,02-02-2023,The Guardian,Business,-0.47,427,2583,0,0,49.02,36491,849,Right,TRUE,1,21,9,0.67,17.4,Real
137,Breaking News 137,Chris Lee,This is the content of article 137. It contains detailed analysis and reports.,Texas,08-04-2023,Breitbart,Politics,0.18,715,762,0,0,53.33,45178,70,Center,FALSE,1,91,5,0.46,57.91,Fake
138,Breaking News 138,John Doe,This is the content of article 138. It contains detailed analysis and reports.,Virginia,01-11-2022,Fox News,Entertainment,-0.79,425,4724,0,0,58.79,18609,625,Center,FALSE,1,9,8,0.52,59.72,Fake
139,Breaking News 139,Jane Smith,This is the content of article 139. It contains detailed analysis and reports.,Arizona,28-02-2020,HuffPost,Health,-0.4,435,3387,1,0,55.55,23751,547,Right,Mixed,0,38,3,0.88,87.69,Fake
140,Breaking News 140,Alex Johnson,This is the content of article 140. It contains detailed analysis and reports.,Virginia,22-02-2021,Washington Post,Entertainment,-0.36,1243,3137,1,1,36.35,22221,510,Center,FALSE,1,75,6,0.23,59.75,Fake
141,Breaking News 141,John Doe,This is the content of article 141. It contains detailed analysis and reports.,Virginia,04-09-2021,BBC,Entertainment,-0.84,956,7643,0,1,77.66,17531,143,Center,TRUE,0,59,6,0.1,28.19,Real
142,Breaking News 142,Chris Lee,This is the content of article 142. It contains detailed analysis and reports.,Georgia,09-06-2021,Reuters,Politics,-0.44,315,2661,1,1,73.19,10601,223,Right,FALSE,1,65,1,0.71,42.01,Real
143,Breaking News 143,Emily Davis,This is the content of article 143. It contains detailed analysis and reports.,Pennsylvania,18-11-2023,New York Times,Business,-0.85,1213,2470,0,0,79.23,22432,537,Left,FALSE,0,8,2,0.28,11.73,Real
144,Breaking News 144,John Doe,This is the content of article 144. It contains detailed analysis and reports.,Maryland,25-07-2023,CNN,Technology,-0.06,1010,3664,1,1,40.11,43630,411,Left,FALSE,1,55,1,0.05,48.42,Fake
145,Breaking News 145,Emily Davis,This is the content of article 145. It contains detailed analysis and reports.,Ohio,18-01-2021,Reuters,Health,0.65,1238,4974,1,0,31.28,42190,470,Center,Mixed,0,14,5,0.04,77.1,Real
146,Breaking News 146,John Doe,This is the content of article 146. It contains detailed analysis and reports.,Florida,05-04-2022,Reuters,Health,0.48,584,4636,0,1,51.11,695,103,Center,Mixed,0,79,3,0.22,78.11,Fake
147,Breaking News 147,Alex Johnson,This is the content of article 147. It contains detailed analysis and reports.,Texas,21-06-2022,New York Times,Politics,0.77,1276,5822,0,0,38.65,38226,389,Center,FALSE,0,58,9,0.5,55.58,Real
148,Breaking News 148,Alex Johnson,This is the content of article 148. It contains detailed analysis and reports.,Illinois,27-04-2023,New York Times,Politics,-0.97,224,7447,0,0,41.18,4600,280,Left,Mixed,1,59,4,0.36,21.69,Real
149,Breaking News 149,John Doe,This is the content of article 149. It contains detailed analysis and reports.,Arizona,22-10-2023,HuffPost,Politics,0.78,387,734,0,1,42.02,18547,873,Left,Mixed,0,43,3,0.34,10.8,Real
150,Breaking News 150,Emily Davis,This is the content of article 150. It contains detailed analysis and reports.,Wisconsin,28-01-2023,Reuters,Business,0.41,1094,730,1,0,40.1,3084,716,Left,Mixed,0,70,4,0.8,23.04,Real
151,Breaking News 151,Jane Smith,This is the content of article 151. It contains detailed analysis and reports.,New Jersey,10-02-2021,CNN,Business,-0.71,850,5649,0,1,52.06,38421,774,Right,Mixed,0,21,4,0.29,51.07,Real
152,Breaking News 152,John Doe,This is the content of article 152. It contains detailed analysis and reports.,Wisconsin,30-09-2021,HuffPost,Entertainment,0.73,930,4262,1,0,68.66,28109,502,Left,Mixed,0,12,6,0.83,79.84,Fake
153,Breaking News 153,Chris Lee,This is the content of article 153. It contains detailed analysis and reports.,Florida,16-05-2020,BBC,Entertainment,-0.91,749,7887,0,1,38.17,9400,898,Center,FALSE,0,86,7,0.39,71.95,Fake
154,Breaking News 154,Alex Johnson,This is the content of article 154. It contains detailed analysis and reports.,Maryland,20-04-2021,InfoWars,Business,0.34,756,837,0,0,69.9,33677,856,Right,FALSE,1,96,1,0.34,51.31,Real
155,Breaking News 155,Chris Lee,This is the content of article 155. It contains detailed analysis and reports.,Ohio,13-02-2020,BBC,Entertainment,-0.03,704,3356,1,1,57.24,39714,989,Center,Mixed,0,3,2,0.98,55.52,Real
156,Breaking News 156,Jane Smith,This is the content of article 156. It contains detailed analysis and reports.,Pennsylvania,30-12-2020,Breitbart,Business,0.09,229,1502,1,1,73.07,13248,125,Left,TRUE,1,13,4,0.83,90.56,Fake
157,Breaking News 157,Jane Smith,This is the content of article 157. It contains detailed analysis and reports.,Illinois,12-02-2022,New York Times,Health,-0.92,221,4838,1,0,70.07,26842,974,Left,Mixed,1,10,5,0.73,5.43,Real
158,Breaking News 158,Alex Johnson,This is the content of article 158. It contains detailed analysis and reports.,Tennessee,24-08-2022,Reuters,Technology,0.73,638,7477,0,1,53.75,23033,455,Left,Mixed,0,56,10,0.97,80.13,Fake
159,Breaking News 159,Emily Davis,This is the content of article 159. It contains detailed analysis and reports.,Pennsylvania,11-09-2022,Daily Mail,Entertainment,0.07,146,3014,0,0,53.17,4112,942,Left,FALSE,0,20,8,1,44.67,Real
160,Breaking News 160,Alex Johnson,This is the content of article 160. It contains detailed analysis and reports.,Massachusetts,17-06-2023,BBC,Technology,0.06,1078,7109,0,0,57.39,28233,335,Right,FALSE,1,33,3,0.68,52.84,Real
161,Breaking News 161,Chris Lee,This is the content of article 161. It contains detailed analysis and reports.,Arizona,24-11-2023,InfoWars,Politics,0.11,609,2796,1,1,51.79,47004,6,Right,Mixed,0,0,10,0.74,7.3,Real
162,Breaking News 162,John Doe,This is the content of article 162. It contains detailed analysis and reports.,Wisconsin,19-12-2020,Snopes,Politics,-0.12,1228,5873,1,0,71.83,36098,753,Right,TRUE,1,99,2,0.03,20.3,Fake
163,Breaking News 163,Jane Smith,This is the content of article 163. It contains detailed analysis and reports.,Massachusetts,17-05-2020,InfoWars,Entertainment,0.49,905,4094,0,1,57.93,33472,104,Left,TRUE,0,25,1,0.7,3.88,Fake
164,Breaking News 164,Emily Davis,This is the content of article 164. It contains detailed analysis and reports.,Virginia,12-09-2020,Snopes,Business,0.17,1322,4851,0,1,50.49,23240,712,Center,TRUE,1,62,9,0.07,28.28,Fake
165,Breaking News 165,Alex Johnson,This is the content of article 165. It contains detailed analysis and reports.,Florida,05-03-2020,New York Times,Sports,-0.36,278,2076,0,1,39.26,5610,888,Right,TRUE,0,100,9,0.82,32,Fake
166,Breaking News 166,John Doe,This is the content of article 166. It contains detailed analysis and reports.,Washington,28-10-2020,Washington Post,Sports,-0.42,1219,2864,0,1,55.92,1132,374,Right,Mixed,0,3,4,0.27,9.14,Fake
167,Breaking News 167,Emily Davis,This is the content of article 167. It contains detailed analysis and reports.,Michigan,06-10-2022,Breitbart,Health,-0.13,173,7440,0,0,36.73,42593,66,Left,Mixed,0,71,6,0.68,97.02,Real
168,Breaking News 168,Jane Smith,This is the content of article 168. It contains detailed analysis and reports.,Tennessee,05-03-2023,HuffPost,Sports,0.36,478,4959,1,1,69.63,1936,121,Center,TRUE,1,75,7,0.12,25.21,Real
169,Breaking News 169,Chris Lee,This is the content of article 169. It contains detailed analysis and reports.,Maryland,09-04-2022,The Guardian,Entertainment,-0.96,1091,3106,0,0,57.61,48185,570,Center,FALSE,0,69,7,0.61,43.64,Fake
170,Breaking News 170,John Doe,This is the content of article 170. It contains detailed analysis and reports.,New York,08-01-2024,Fox News,Entertainment,0.22,136,4573,1,0,38.33,7109,671,Right,FALSE,0,75,8,0.12,38.13,Fake
171,Breaking News 171,Jane Smith,This is the content of article 171. It contains detailed analysis and reports.,Missouri,18-10-2022,Snopes,Technology,-0.09,1201,2345,0,0,57.93,20060,196,Right,FALSE,0,49,9,0.38,22.85,Fake
172,Breaking News 172,John Doe,This is the content of article 172. It contains detailed analysis and reports.,Massachusetts,05-08-2022,CNN,Sports,0.76,554,1833,1,1,68.72,13598,128,Right,FALSE,0,46,8,0.46,19.49,Real
173,Breaking News 173,Alex Johnson,This is the content of article 173. It contains detailed analysis and reports.,Georgia,04-09-2023,New York Times,Entertainment,0.72,530,879,1,0,37.21,3717,107,Center,FALSE,1,75,8,0.9,79.42,Real
174,Breaking News 174,Jane Smith,This is the content of article 174. It contains detailed analysis and reports.,Indiana,09-10-2022,Washington Post,Business,0.5,353,2219,1,0,68.75,49466,955,Left,TRUE,1,3,3,0.18,23.53,Real
175,Breaking News 175,Emily Davis,This is the content of article 175. It contains detailed analysis and reports.,California,17-03-2020,HuffPost,Technology,0.11,549,4072,1,0,33.39,27012,189,Left,Mixed,0,4,8,0.31,87.47,Fake
176,Breaking News 176,Emily Davis,This is the content of article 176. It contains detailed analysis and reports.,Indiana,30-06-2021,Breitbart,Business,0.72,680,5066,1,0,30.15,26091,539,Center,FALSE,1,0,7,0.23,23.81,Real
177,Breaking News 177,Jane Smith,This is the content of article 177. It contains detailed analysis and reports.,Pennsylvania,17-08-2020,New York Times,Sports,-0.16,499,1757,0,0,78.17,26650,475,Right,TRUE,0,46,3,0.13,85.06,Real
178,Breaking News 178,Chris Lee,This is the content of article 178. It contains detailed analysis and reports.,Michigan,12-05-2023,The Guardian,Technology,0,1016,1610,1,0,59.8,1971,4,Right,TRUE,1,12,6,0.81,13.85,Real
179,Breaking News 179,Emily Davis,This is the content of article 179. It contains detailed analysis and reports.,North Carolina,07-08-2023,CNN,Technology,0.42,331,7164,1,0,51.52,20686,870,Center,FALSE,1,71,1,0.37,80.45,Real
180,Breaking News 180,Alex Johnson,This is the content of article 180. It contains detailed analysis and reports.,Ohio,15-07-2022,The Onion,Business,-0.68,276,7340,1,1,64.2,15860,678,Right,FALSE,1,50,8,0.62,22.38,Fake
181,Breaking News 181,Chris Lee,This is the content of article 181. It contains detailed analysis and reports.,Massachusetts,18-04-2020,Washington Post,Technology,-0.27,563,4102,0,0,57.94,13262,555,Center,FALSE,0,39,7,0.35,92.06,Real
182,Breaking News 182,Jane Smith,This is the content of article 182. It contains detailed analysis and reports.,New Jersey,03-11-2022,InfoWars,Technology,0.18,1309,3739,0,1,49.54,36898,119,Center,FALSE,0,18,3,0.37,62.41,Real
183,Breaking News 183,Emily Davis,This is the content of article 183. It contains detailed analysis and reports.,Florida,25-10-2020,Reuters,Business,0.36,638,6223,0,0,36.86,49634,760,Right,FALSE,0,17,9,0,43.19,Real
184,Breaking News 184,Alex Johnson,This is the content of article 184. It contains detailed analysis and reports.,Virginia,25-04-2021,Snopes,Business,0.17,631,2167,0,0,65.38,37374,663,Center,FALSE,0,83,10,0.79,74.39,Real
185,Breaking News 185,Alex Johnson,This is the content of article 185. It contains detailed analysis and reports.,Indiana,10-06-2023,Daily Mail,Technology,0.17,816,2828,0,1,76.13,43849,348,Left,TRUE,0,56,9,0.15,48.48,Real
186,Breaking News 186,Alex Johnson,This is the content of article 186. It contains detailed analysis and reports.,Tennessee,20-10-2023,Daily Mail,Sports,0.12,423,4600,0,1,34.08,48895,55,Right,FALSE,0,69,9,0.01,33.4,Fake
187,Breaking News 187,Chris Lee,This is the content of article 187. It contains detailed analysis and reports.,Indiana,12-04-2021,HuffPost,Entertainment,0.39,377,2169,0,1,47.35,16531,458,Right,FALSE,0,45,4,0.25,62.1,Real
188,Breaking News 188,Emily Davis,This is the content of article 188. It contains detailed analysis and reports.,New Jersey,16-03-2023,New York Times,Health,-0.79,1007,7182,1,1,66.97,8756,393,Center,Mixed,0,39,5,0.82,31.99,Real
189,Breaking News 189,Chris Lee,This is the content of article 189. It contains detailed analysis and reports.,Indiana,30-06-2022,The Guardian,Technology,0.02,1253,5978,1,0,40.89,19404,253,Left,Mixed,0,61,1,0.03,8.59,Real
190,Breaking News 190,Emily Davis,This is the content of article 190. It contains detailed analysis and reports.,Washington,10-07-2020,Daily Mail,Sports,-0.65,366,543,0,1,37.38,35617,403,Left,Mixed,1,19,8,0.6,5.75,Real
191,Breaking News 191,Jane Smith,This is the content of article 191. It contains detailed analysis and reports.,Wisconsin,25-03-2022,BBC,Politics,-0.35,357,6047,1,1,36.58,7502,537,Center,FALSE,1,11,9,0.89,40.13,Fake
192,Breaking News 192,Emily Davis,This is the content of article 192. It contains detailed analysis and reports.,Arizona,06-03-2020,Daily Mail,Technology,-0.58,443,6977,1,0,34.94,9949,33,Left,FALSE,1,46,9,0.42,32.19,Fake
193,Breaking News 193,Emily Davis,This is the content of article 193. It contains detailed analysis and reports.,Tennessee,08-01-2021,CNN,Sports,-0.76,882,6585,0,1,30.59,47608,33,Left,Mixed,1,30,3,0.71,80.09,Real
194,Breaking News 194,Alex Johnson,This is the content of article 194. It contains detailed analysis and reports.,North Carolina,02-12-2023,Daily Mail,Politics,0.84,1221,6657,0,1,49.43,37988,389,Center,TRUE,1,51,3,0.12,61.08,Fake
195,Breaking News 195,Chris Lee,This is the content of article 195. It contains detailed analysis and reports.,Arizona,23-04-2020,Fox News,Business,-0.54,804,7353,1,1,47.18,43688,203,Left,TRUE,0,32,8,0.46,29.98,Real
196,Breaking News 196,Jane Smith,This is the content of article 196. It contains detailed analysis and reports.,Georgia,24-11-2022,The Guardian,Politics,0.86,600,6194,0,0,56.08,14706,322,Right,FALSE,0,19,5,0.05,2.8,Real
197,Breaking News 197,John Doe,This is the content of article 197. It contains detailed analysis and reports.,Maryland,29-12-2021,InfoWars,Technology,-0.98,1388,4072,0,0,51.11,27425,633,Left,Mixed,0,46,10,0.29,12.42,Real
198,Breaking News 198,John Doe,This is the content of article 198. It contains detailed analysis and reports.,Pennsylvania,09-11-2021,HuffPost,Entertainment,0.99,1416,3514,1,0,47.1,18312,841,Right,TRUE,1,23,4,0.36,39.81,Fake
199,Breaking News 199,Chris Lee,This is the content of article 199. It contains detailed analysis and reports.,New York,14-07-2023,The Guardian,Health,-0.61,1452,4253,0,1,44.04,20617,342,Left,Mixed,0,80,1,0.47,21.72,Real
200,Breaking News 200,Emily Davis,This is the content of article 200. It contains detailed analysis and reports.,North Carolina,11-08-2020,HuffPost,Sports,-0.62,177,5727,1,1,35.27,37428,502,Left,Mixed,0,94,3,0.19,4.49,Real
201,Breaking News 201,John Doe,This is the content of article 201. It contains detailed analysis and reports.,Wisconsin,09-02-2024,CNN,Technology,-0.42,911,4565,0,0,79.66,10046,850,Right,Mixed,0,70,5,0.74,77.06,Real
202,Breaking News 202,Emily Davis,This is the content of article 202. It contains detailed analysis and reports.,Texas,26-09-2020,Reuters,Politics,-0.27,1251,2808,0,1,62.2,35955,587,Left,FALSE,0,100,4,0.11,80.79,Real
203,Breaking News 203,Alex Johnson,This is the content of article 203. It contains detailed analysis and reports.,Ohio,10-05-2023,New York Times,Health,-0.44,1043,6004,0,0,63.45,23449,837,Right,FALSE,0,43,4,0.02,60.83,Fake
204,Breaking News 204,Chris Lee,This is the content of article 204. It contains detailed analysis and reports.,Maryland,03-11-2023,CNN,Health,0.36,1459,1923,1,0,78.03,16565,478,Left,FALSE,0,98,3,0.68,2.6,Real
